ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
841883,Dileshwar Kamait,Elected,"Thursday, May 23, 2019",In office,First Term,Supaul,Bihar,Janata Dal (United),Male,Graduate,"B.A., Personnel Management, Educated at Bhagalpur University, Bhagalpur, Bihar",73,9,0,19,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841884,Dilip Ghosh,Elected,"Thursday, May 23, 2019",In office,First Term,Medinipur,West Bengal,Bharatiya Janata Party,Male,Professional Graduate,"I.T.I. in the Trade of Fitter, Educated at I.T.I., Jhargram and Tollygung, West Bengal",55,6,0,1,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841885,Dilip Saikia,Elected,"Thursday, May 23, 2019",In office,First Term,Mangaldoi,Assam,Bharatiya Janata Party,Male,Graduate,"B.Com, Educated at Guwahati Commerce College",46,15,0,66,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841786,Dinesh Chandra Yadav,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Madhepura,Bihar,Janata Dal (United),Male,Diploma Course,"D.C.E. (Civil), I.A.; Educated at Government Polytechnic, Saharsa and C.M. Science College, Madhipura, Bihar",69,10,0,2,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841886,Diya Kumari,Elected,"Thursday, May 23, 2019",In office,First Term,Rajsamand,Rajasthan,Bharatiya Janata Party,Female,Information not available,Information Not Available,48,6,0,35,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841887,DNV Senthilkumar S.,Elected,"Thursday, May 23, 2019",In office,First Term,Dharmapuri,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,42,22,0,48,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841888,Dulal Chandra Goswami,Elected,"Thursday, May 23, 2019",In office,First Term,Katihar,Bihar,Janata Dal (United),Male,Information not available,Information Not Available,,10,0,12,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841889,Durga Das (D.D.) Uikey,Elected,"Thursday, May 23, 2019",In office,First Term,Betul,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,56,7,0,0,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841598,Dushyant Singh,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Jhalawar-Baran,Rajasthan,Bharatiya Janata Party,Male,Professional Post Graduate,"B.A. , M.B.A. (Hotel Administration) and P.G. Diploma in Hotel Operations; Educated at Doon School, Dehradun,; St. Stephen`s College, Delhi, Johnson and Wales University, Providence, RI, USA and IHTTI School of Mangaement, Neuchatel, Switzerland,",46,26,0,24,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841809,E. T. Mohammed Basheer,Elected,"Thursday, May 23, 2019",In office,Third Term,Ponnani,Kerala,Indian Union Muslim League,Male,Inter/ Higher Secondary,,73,30,0,31,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841708,Faggan Singh Kulaste,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Mandla,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",60,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841821,Farooq Abdullah,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Srinagar,Jammu and Kashmir,Jammu & Kashmir National Conference,Male,Graduate,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",82,2,0,11,47%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.4,0,15,76%,,Lok Sabha
841565,Feroze Varun Gandhi,Elected,"Thursday, May 23, 2019",In office,Third Term,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",39,4,1,51,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
