Title,Date,Participants,Ref.Keywords
"Introduction of the Whistle Blowers Protection (Amendment) Bill, 2015. ",11/5/2015,Singh Shri Jitendra,
"Introduction of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Amendment) Second Bill, 2015. ",11/5/2015,"Premachandran Shri N.K.,Roy Prof. Saugata,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Rajesh Shri M. B.,Bandyopadhyay Shri Sudip,Shetti Shri Raju alias Devappa Anna,NAIDU Shri M. VENKAIAH,SINGH SHRI CHAUDHARY BIRENDER","Land Acquisition,Farmers' Welfare"
"Further discussion on the motion for consideration of the Appropriation Acts (Repeal) Bill, 2015 (Discussion Concluded and Bill Passed). ",11/5/2015,"Chaudhary Shri P.P.,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Mukherjee Shri Abhijit,Ahluwalia Shri S.S.,Thota Shri Narasimham,Premachandran Shri N.K.,Roy Prof. Saugata,Mahtab Shri Bhartruhari,Karunakaran Shri P.,S.R. Shri Vijay Kumar","Act Repealment,Administrative Law,Appropriation Bill,Democracy,Judicial Reforms,Land Reforms,Law Commission,Judicial System,President's Rule"
"Discussion on the motion for consideration of the Undisclosed Foreign Income and Assets (Imposition of Tax) Bill, 2015 (Discussion Concluded and Bill Passed). ",11/5/2015,"Chautala Shri Dushyant,Gandhi Dr. Dharam Vira,Adityanath Shri Yogi,Somaiya Dr. Kirit,Velagapalli Dr. Vara Prasadarao,Galla Shri Jayadev,Reddy Shri A.P. Jithender,Premachandran Shri N.K.,Ghubaya Shri Sher Singh,Kumar Shri Kaushalendra,Hooda Shri Deepender Singh,Mahtab Shri Bhartruhari,Kumar Shri P.,Singh Shri Ganesh,Sampath Shri Anirudhan,Banerjee Shri Kalyan,Sawant Shri Arvind Ganpat,Anwar Shri Tariq,Tharoor Dr. Shashi,Yadav Shri Jay Prakash Narayan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Black Money,Foreign Banks,Foreign Investments,Gross Domestic Product,Income Tax,Punishment,Quality Education,Tax Evasion,Taxation,Terrorism,Unlawful Activities,Voluntary Disclosure Of Income Scheme,Corruption,Reserve Bank of India (RBI),Drug Trafficking,Imprisonment,Foreign Direct Investment (FDI),Money Laundering,Central Board of Direct Taxes (CBDT),Foreign Exchange Management Act (FEMA)"
"Introduction of the Compensatory Afforestations Fund Bill, 2015. ",8/5/2015,Javadekar Shri Prakash,
"Discussion on the motion for consideration of the Appropriation Acts (Repeal) Bill, 2015 (Discussion not concluded). ",8/5/2015,Gowda Shri D.V. Sadananda,
"Motion regarding amendments made by the Rajya Sabha to the Repealing and Amending Bill, 2014.",7/5/2015,Gowda Shri D.V. Sadananda,
"Further discussicon on the motion for consideration of the Juvenile Justice (Care and Protection of Children) Bill, 2014.",7/5/2015,"Singh Shri Hukum,Gandhi Smt. Maneka Sanjay,Ranjan Smt. Ranjeet,Dev Km. Sushmita,Premachandran Shri N.K.,Kumar Shri Kaushalendra,Owaisi Shri Asaduddin,Basheer Shri E. T. Mohammed,Shekhawat Shri Gajendra Singh,Yadav Shri Jay Prakash Narayan","Child Abuse,Child Care,Child Development,Education,Fundamental Rights,Judiciary,Juvenile Homes,Juvenile Justice,Law Enforcement,Orphanages,Police Atrocities,Rehabilitation,Sexual Harassment,Crimes,Judicial System,Punishments,Centrally Sponsored Schemes,Child Psychology,Moral Values,Counselling"
"Discussion on the motion for consideration of the Constitution (One Hundred and Nineteenth Amendment) Bill, 2013, as passed by Rajya Sabha (Discussion Concluded and Bill Passed).",7/5/2015,"Gohain Shri Rajen,Velagapalli Dr. Vara Prasadarao,Raut Shri Vinayak Bhaurao,Ahluwalia Shri S.S.,Gogoi Shri Gaurav,Kalvakuntla Smt. Kavitha,Ajmal Shri Sirajuddin,Jena Shri Rabindra Kumar,Kumar Shri Kaushalendra,Yadav Shri Mulayam Singh,Salim Shri Mohammad,Swaraj Smt. Sushma,Swaraj Smt. Sushma,Bose Prof. (Dr.) Sugata,Pandula Dr. Ravindra Babu ,Ramachandran Shri Krishnan Narayanasamy,Sarmah Shri Ram Prasad,Chowdhury Shri Adhir Ranjan","Assam,Border Disputes,Border Fencing,Constitutional Amendment,Rehabilitation,Smuggling,Border Areas,Basic Amenities,Bilateral Agreements,Voting Rights,Indo-Bangladesh Relation,National Population Register(NPR),Aadhar Card,Pradhan Mantri Jan Dhan Yojana,Radcliff Line,Illegal Emmigration"
"Withdrawl of Coal Mines (Special Provisions) Bill, 2014. ",6/5/2015,GOYAL SHRI PIYUSH,
"Introduction of the Negotiable Instruments (Amendment) Bill, 2015&#61486;&#61472;",6/5/2015,JAITLEY SHRI ARUN,
"Further discussion on the motion for consideration of the Constitution (One Hundred and Twenty-Second Amendment) Bill, 2014 (Bill Passed). ",6/5/2015,"Moily Dr. M. Veerappa,Chandumajra Shri Prem Singh,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Satpathy Shri Tathagata,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Thambi durai, Dr. M.,Thambi durai, Dr. M.,Karunakaran Shri P.,Adsul Shri Anandrao ,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Alcohol,Centre-State Relations,Excise Duty,Population Censuses,Power Plants,Sales Tax,Tax Evasion,Taxation,Value Added Tax (VAT),Cess,Goods and Services Tax (GST),Central and Sales Tax,Entertainment Tax,Tax Policy"
"Motion for consideration of the Coal Mines (Special Provisions) Bill, 2014. ",6/5/2015,GOYAL SHRI PIYUSH,
"Discussion on the motion for consideration of the Juvenile Justice (Care and Protection of Children) Bill, 2014. ",6/5/2015,"Patel Shri Prahlad Singh,Gandhi Smt. Maneka Sanjay,Gandhi Dr. Dharam Vira,Kirtikar Shri Gajanan Chandrakant,Boianapalli Shri Vinod Kumar,Satpathy Shri Tathagata,Khan Shri Md. Badariddoza,Dastidar Dr. (Smt.) Kakoli Ghosh,Sule Smt. Supriya Sadanand,Selvam Shri V. Panneer,Reddy Shri Ponguleti Srinivasa,Rao (Avnthi) Shri Muthamsetti Srinivasa,Tharoor Dr. Shashi","Child Care,Child Development,Child Labour,Child Welfare,Fundamental Rights,Juvenile Justice,Law and Order,Moral Education,Rehabilitation,Vocational Education,Vocational Training,Crimes,Judicial System,Imprisonment,Children Homes,Punishments,Awareness Programme,Death Sentence,Court Cases"
"Introduction to the National Waterways Bill, 2015. ",5/5/2015,Gadkari Shri Nitin Jairam,
"Consideration of amendments made by Rajya Sabha to the Payment And Settlement Systems (Amendment) Bill, 2014.(Amendments agreed to motion moved to agree with amendments adopted.)",5/5/2015,Sinha Shri Jayant,
"Consideration of amendments made by Rajya Sabha to the Regional Rural Banks (Amendment) Bill, 2014. (Amendments agreed to motion moved to agree with amendments)",5/5/2015,Sinha Shri Jayant,
"Further discussion on Constitution (One Hundred And Twenty-Second Amendment) Bill, 2014. (not concluded). ",5/5/2015,"Moily Dr. M. Veerappa,Shewale Shri Rahul Ramesh,Venkatesh Babu Shri T.G.,Velagapalli Dr. Vara Prasadarao,Agrawal Shri Rajendra,Nishank Dr. Ramesh Pokhriyal,Chandumajra Shri Prem Singh,Premachandran Shri N.K.,Premachandran Shri N.K.,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Mani Shri Jose K.,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Chaudhury Shri Jitendra,Karunakaran Shri P.,Banerjee Shri Kalyan,Sule Smt. Supriya Sadanand,Venugopal Dr. Ponnusamy,Jayadevan Shri C. N.,Pandula Dr. Ravindra Babu ,Kataria Shri Rattan Lal,Chauhan Shri Nand Kumar Singh,Chowdhury Shri Adhir Ranjan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Alcohol,Company Law,Dispute Settlement,Economic Growth,Excise Duty,Fundamental Rights,Gross Domestic Product,Manufacturing Industries,Petrol,Petroleum Products,Stamp Duty,Tax Reforms,Taxation,Trade Deficit,Indirect Taxes,Revenue Sharing,Compensations,Surcharges,Value Added Tax (VAT),Cess,Service Tax,Export,Import,Ordinance,Goods and Services Tax (GST)"
"Introduction of the Finance Bill, 2015.",30-04-2015,"Singh Shri Hukum,Dubey Shri Nishikant ,Dubey Shri Nishikant ,Sumitra Mahajan (Tai) ,Ram Mohan Naidu Shri Kinjarapu,Venugopal Shri K. C.,Reddy Shri A.P. Jithender,Premachandran Shri N.K.,Premachandran Shri N.K.,Roy Prof. Saugata,Roy Prof. Saugata,Reddy Shri Mekapati Rajamohan,Suresh Shri Doddaalahalli Kempegowda,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Mahtab Shri Bhartruhari,Karunakaran Shri P.,Karunakaran Shri P.,Ahamed Shri E.,Thomas Prof. Kuruppassery Varkey,Thomas Prof. Kuruppassery Varkey,Venugopal Dr. Ponnusamy,Jayadevan Shri C. N.,Muniyappa Shri K.H.,Adsul Shri Anandrao ,NAIDU Shri M. VENKAIAH,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Black Money,Direct Tax,Fund Allocation,Gross Domestic Product,Hindustan Antibiotics Ltd,Imports,Integrated Child Development Service,Money Bills,National Crime Record Bureau,Per Capita Income,Public Debt,Right to Education,Sales Tax,Social Security,State Plans,Tax Assessment,Tax Exemption,Trade Deficit,Wealth Tax,Central Assistance,Security and Exchange Board of India (SEBI),Mid-Day-Meal Scheme,Corporate Taxes,Minimum Alternate Tax (MAT),Disinvestments,MPLADS,Cess,Custom Duty,Sugar Mills,Crude Oil,agriculture development,Service Tax,Senior Citizens,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),General Anti-Avoidance Rules (GAAR),Aadhar Card,National Pension System,Aadarsh Gram Programme,Pradhan Mantri Jan Dhan Yojana"
"Introduction and passing of the Appropriation (No. 2) Bill, 2015. ",29-04-2015,JAITLEY SHRI ARUN,
"Introduction of the Appropriation Acts (Repeal) Bill, 2015. ",24-04-2015,Gowda Shri D.V. Sadananda,
"Introduction of the Constitution (One Hundred and Twenty-Second) Amendment Bill, 2014. ",24-04-2015,JAITLEY SHRI ARUN,"Excise Duty,Taxation,Central Taxes,Value Added Tax (VAT),Service Tax,Goods and Services Tax (GST)"
"Introduction of the Micro, Small and Medium Enterprises Development (Amendment) Bill, 2015. ",20-04-2015,Mishra Shri Kalraj,
"Introduction of the undisclosed Foreign Income and Assets (Imposition of Tax) Bill, 2015. ",20-03-2015,JAITLEY SHRI ARUN,
"Mines and Minerals (Development And Regulation) Amendment Bill, 2015-Contd. ",20-03-2015,"Premachandran Shri N.K.,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Salim Shri Mohammad,Ramachandran Shri Krishnan Narayanasamy,Adsul Shri Anandrao ,Tomar Shri Narendra Singh,Tomar Shri Narendra Singh,NAIDU Shri M. VENKAIAH","Allotment,Corruption,Mining Sector"
"Discussion on the motion for consideration of the Warehousing Corporations (Amendment) Bill, 2015 (Discussion concluded and Bill Passed). ",18-03-2015,"Raj Smt. Krishna,K. Shri Parasuraman,Teacher Smt. P.K.Sreemathi,Velagapalli Dr. Vara Prasadarao,Majhi Shri Balabhadra,Thota Shri Narasimham,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Kumar Shri Kaushalendra,Singh Shri Ganesh,Paswan Shri Ram Vilas,Paswan Shri Ram Vilas,Thomas Prof. Kuruppassery Varkey,De(Nag) Dr. (Smt.) Ratna,Basheer Shri E. T. Mohammed,S.R. Shri Vijay Kumar,Mandal Dr. Tapas,Shekhawat Shri Gajendra Singh","Agricultural Products,Bank Loans,Central Warehousing Corporation,Cold Storage,Financial Aid,Godowns,Private Sector,Railway Wagons,Starvation,Storage Capacity,Subsidies,Transportation,Warehouses,Computerisation,Modernisation,Public Distribution System (PDS),Food Corporation of India (FCI),Monitoring Mechanism,Cooperative Societies,Food Security,Crop Procurement,Make-in-India,Corporate Houses,Public Sector Enterprises"
"Discussion on the motion for consideration of the Repealing and Amending Bill, 2014 (Bill Passed and Discussion concluded). ",18-03-2015,"Chaudhary Shri P.P.,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Senguttuvan Shri Balasubramaniam,Muddahanumegowda Shri S.P.,Misra Shri Pinaki,Pandula Dr. Ravindra Babu ,George Shri (Adv.) Joice,Ering Shri Ninong","Act Repealment,High Courts,Judiciary,Law Commission,Law Enforcement,Transparency,Court Benches,Judicial System,Fishermen Welfare,Law Enactment,Obsolete Law"
"Appropriation (Vote on Account) Bill, 2015 (motion adopted)",17-03-2015,JAITLEY SHRI ARUN,
"Appropriation Bill, 2015 (motion adopted) ",17-03-2015,JAITLEY SHRI ARUN,
"Andhra Pradesh Reorganization (Amendment) Bill, 2015.",17-03-2015,"Rijiju Shri Kiren,Rijiju Shri Kiren,Gowda Shri D.V. Sadananda,Naik Prof. Seetaram Ajmeera,Thota Shri Narasimham,Goud Dr. Boora Narsaiah,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Roy Prof. Saugata,Roy Prof. Saugata,Thambi durai, Dr. M.,Gandhi Smt. Sonia,Nimmala Shri Kristappa,Sampath Shri Anirudhan,Kamaraaj Dr. K.,Reddy Shri Ponguleti Srinivasa,Reddy Shri Midhun,Rao (Avnthi) Shri Muthamsetti Srinivasa,Kambhampati Dr. Hari Babu,Gutha Shri Sukender Reddy,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH","Agricultural Universities,AIIMS,Finance Commission,High Courts,Krishna River,Polavaram Irrigation Project,Rehabilitation,Financial Assistance,State Reorganisation,Tribal Welfare,Resettlement Policy"
"Constitution (Scheduled Castes) Orders (Amendment) Bill, 2015.",17-03-2015,"Khuba Shri Bhagwanth,Kumar Dr. Virendra ,Mondal Smt. Pratima,Goud Dr. Boora Narsaiah,Samal Dr. Kulamani,Kharge Shri Mallikarjun ,Biju Shri Parayamparanbil Kuttappan,Maragatham Smt. K.,Mondal Shri Sunil Kumar,Muniyappa Shri K.H.,Kataria Shri Rattan Lal,Patle Smt. Kamla Devi,Dhruvanarayana Shri Rangaswamy,Paraste Shri Dalpat Singh,Yadav Shri Jay Prakash Narayan,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Atrocities,Backward Classes,Budget Allocation,Educational Systems,Fund Allocation,Health Services,Social Classes,Dalits,Reservation Provisions,Educational Loan,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA)"
"Introduction of Appropriation (Railways) Vote On Account Bill, 2015.(Motion adopted)  ",12/3/2015,PRABHU SHRI SURESH,
Introduction of Appropriation (Railways) Bill. (Motion adopted) ,12/3/2015,PRABHU SHRI SURESH,
"Introduction of the Warehousing Corporations (Amendment) Bill, 2015. ",3/3/2015,Paswan Shri Ram Vilas,
"Introduction of the Insurance Laws (Amendment) Bill, 2015. ",3/3/2015,"Teacher Smt. P.K.Sreemathi,Sinha Shri Jayant,Premachandran Shri N.K.,Roy Prof. Saugata,Karunakaran Shri P.,Rajesh Shri M. B.,Sampath Shri Anirudhan,NAIDU Shri M. VENKAIAH","General Insurance,Law Commission,Insurance Regulatory and Development Authority (IRDA "
"Introduction of the Andhra Pradesh Reorganisation (Amendment) Bill, 2015. ",2/3/2015,"Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Singh Shri Rajnath,Chaudhary Shri Haribhai Parthibhai",
"Introduction of the Motor Vehicles (Amendment) Bill, 2015. ",2/3/2015,Radhakrishnan Shri Pon,
"Introduction of the Coal Mines (Special Provisions) Bill, 2015. ",2/3/2015,"Mahtab Shri Bhartruhari,GOYAL SHRI PIYUSH,GOYAL SHRI PIYUSH",
"Amendments made by Rajya Sabha to the Public Premises (Eviction Of Unauthorised Occupants) Amendment Bill, 2014.",2/3/2015,NAIDU Shri M. VENKAIAH,
"Introduction of the Finance Bill, 2015. ",28-02-2015,JAITLEY SHRI ARUN,
"Introduction of the Citizenship (Amendment) Bill, 2015. ",27-02-2015,"Rijiju Shri Kiren,Rijiju Shri Kiren,Premachandran Shri N.K.",
"Withdrawn of the Citizenship (Amendment) Bill, 2014 (Bill Withdrawn). ",26-02-2015,"Rijiju Shri Kiren,Rijiju Shri Kiren,Roy Prof. Saugata",
"Introduction of the Mines and Minerals (Development and Regulation) Amendment Bill, 2015. ",24-02-2015,"Mahtab Shri Bhartruhari,Scindia Shri Jyotiraditya Madhavrao,Tomar Shri Narendra Singh,Tomar Shri Narendra Singh","Mining Lease,Supreme Court,Transparency"
"Introduction of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Amendment) Bill, 2015. ",24-02-2015,"Chautala Shri Dushyant,Premachandran Shri N.K.,Roy Prof. Saugata,Mahtab Shri Bhartruhari,Shetti Shri Raju alias Devappa Anna,SINGH SHRI CHAUDHARY BIRENDER,SINGH SHRI CHAUDHARY BIRENDER",Farmers' Welfare
"Introduction of the Citizenship (Amendment) Bill, 2014. ",23-12-2014,Chaudhary Shri Haribhai Parthibhai,
"Discussion on the motion for consideration of the Lokpal and Lokayuktas and other related Law (Amendment) Bill, 2014 (Bill Deferred). ",22-12-2014,"Khanduri AVSM Maj. Gen. (Retd) Bhuwan Chandra,Senguttuvan Shri Balasubramaniam,Jena Shri Rabindra Kumar,Pandula Dr. Ravindra Babu ,Singh Shri Jitendra","Administrative Aspects,Central Vigilance Commission,Lokayuktas,Transparency,Prosecution,Lokpal,Corruption,Appointment,Nomination,Right to Information Act"
"Discussion on the motion for consideration of the Regional Rural Banks (Amendment) Bill, 2014, moved by Shri Jayant Sinha on behalf of Shri Arun Jaitly. ",22-12-2014,"Dubey Shri Nishikant ,Venkatesh Babu Shri T.G.,Velagapalli Dr. Vara Prasadarao,Sinha Shri Jayant,Sinha Shri Jayant,Galla Shri Jayadev,Kalvakuntla Smt. Kavitha,Mahtab Shri Bhartruhari,Adsul Shri Anandrao ","Accounting,Agricultural Credit,Agricultural Sector,Financial Aid,NABARD,Regional Rural Banks,Rural Development,Service Industry,Appointment,Monitoring Mechanism,Kisan Credit Cards,Agricultural Labourers,Unemployed Youth,Small and Marginal Farmers,Farmers' Suicide,Self-help Groups,E-governance,Nationalized Bank,Pradhan Mantri Jan Dhan Yojana,Banking Services"
"Introduction of the Electricity (Amendment) Bill, 2014. ",19-12-2014,GOYAL SHRI PIYUSH,
"Introduction of the Constitution (One Hundred and Twenty-Second Amendment) Bill, 2014. ",19-12-2014,"Premachandran Shri N.K.,Roy Prof. Saugata,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Salim Shri Mohammad,Venugopal Dr. Ponnusamy,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Centre-State Relations,Compensations,Value Added Tax (VAT),Service Tax,Goods and Services Tax (GST),Central and Sales Tax"
"Introduction of the Lokpal and Lokayuktas and Other Related Law (Amendment) Bill, 2014. ",18-12-2014,Singh Shri Jitendra,
"Introduction of the Regional Rural Bank (Amendment) Bill, 2014. ",18-12-2014,Sinha Shri Jayant,
"Further discussion on the motion for consideration of the Motor Vehicles (Amendment) Bill, 2014 (Discussion concluded). ",18-12-2014,"Chautala Shri Dushyant,Chaudhary Shri P.P.,Patel Shri Prahlad Singh,Ranjan Smt. Ranjeet,Premachandran Shri N.K.,Gadkari Shri Nitin Jairam,Patole Shri Nanabhau Falgunrao,Patel Smt. Anupriya Singh,Ranjan (Pappu Yadav) Shri Rajesh,Lekhi Smt. Meenakashi,Shirole Shri Anil,Singh Shri Parvesh Sahib","Bank Loans,Insurance Claim,Pollution Control,Quality Standards,Road Accidents,Safety Measures,Solar Energy,Subsidies,Training Programmes,Licensing Policy,Corruption,Employment Generation,Licence,Traffic Congestion,Skill Development,Single-Window System,E-Rickshaws,Make-in-India,E-Registration,Motor Vehicles Act"
"Further discussion on the motion for consideration of the Companies (Amendment) Bill, 2014 moved by Shri Arun Jaitly on the 16th December, 2014. ",17-12-2014,"Chautala Shri Dushyant,Singh Shri Hukum,Velagapalli Dr. Vara Prasadarao,Galla Shri Jayadev,Mukherjee Shri Abhijit,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Ghubaya Shri Sher Singh,Baheria Shri Subhash Chandra,Selvam Shri V. Panneer,George Shri (Adv.) Joice,JAITLEY SHRI ARUN","Contract Labour,Fines,Foreign Investments,Industrial Development,Industrial Growth,Monetary Systems,Securities and Exchange Board of India (SEBI),Fraudulant Practices,salaries,Single-Window System,Cost Accountancy,Chartered Accountancy"
"Discussion on the motion for consideration of the Motor Vechicles (Amendment) Bill, 2014 (Discussion not Concluded). ",17-12-2014,"Mann Shri Bhagwant,Mondal Smt. Pratima,Raj Dr. Udit,Ram Mohan Naidu Shri Kinjarapu,Chandumajra Shri Prem Singh,Shrirang Shri Chandu Barne,Gogoi Shri Gaurav,Satav Shri Rajeev Shankarrao,Boianapalli Shri Vinod Kumar,Satpathy Shri Tathagata,Khan Shri Md. Badariddoza,M. Smt. Vasanthi,Gadkari Shri Nitin Jairam,Patel Smt. Anupriya Singh,Birla Shri Om,Yadav Shri Jay Prakash Narayan","Driving Licence,Employment Opportunities,Motor Vehicles,Road Accidents,Road Safety,Safety Measures,Compensations,Corruption,Punishments,Electronic Waste,E-Rickshaws"
"Discussion on the motion for consideration of the National Capital Territory of Delhi Laws (Special Provisions) Second (Amendment) Bill, 2014 (Discussion concluded and Bill Passed). ",16-12-2014,"Tanwar Shri Kanwar Singh,Chautala Shri Dushyant,Tiwari Shri Manoj Kumar,Girri Shri Maheish,Mann Shri Bhagwant,Shewale Shri Rahul Ramesh,Raj Dr. Udit,Shrirang Shri Chandu Barne,Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Satpathy Shri Tathagata,Hooda Shri Deepender Singh,Sampath Shri Anirudhan,Maragatham Smt. K.,Bidhuri Shri Ramesh,Lekhi Smt. Meenakashi,Singh Shri Parvesh Sahib,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH","Black Money,Employment Opportunities,Godowns,Land Acquisition,Master Plans,Public Land,Public Transport,Rehabilitation,Sewage Disposal,Slum Dwellers,Slums,Unauthorised Construction,Warehouses,Land Encroachment,Demolition,Infrastructure Development,Agricultural Land,Delhi Development Authority (DDA),Basic Amenities,Real Estate,Regularisation,Traffic Congestion,Lal Dora,E-Rickshaws"
"Discussion on the motion for consideration of the Companies (Amendment) Bill, 2014 (Discussion not concluded). ",16-12-2014,"Moily Dr. M. Veerappa,Somaiya Dr. Kirit,Raut Shri Vinayak Bhaurao,Roy Prof. Saugata,Rai Shri Prem Das,Misra Shri Pinaki,S.R. Shri Vijay Kumar,JAITLEY SHRI ARUN","Economic Recession,Gross Domestic Product,Inflation,Land Acquisition,Punishment,Transparency,Corruption,Reserve Bank of India (RBI),Economic Liberalisation,Securities and Exchange Board of India (SEBI),Imprisonment,Fraudulant Practices,Money Laundering,Banking Facilities,Goods and Services Tax (GST)"
"Further Discussion on Public Premises (Eviction Of Unauthorised Occupants) Amendment Bill, 2014 (Bill passed)",15-12-2014,"Chautala Shri Dushyant,Mann Shri Bhagwant,Kumar Dr. Arun,Somaiya Dr. Kirit,Yadav Shri Akshay,Dev Km. Sushmita,Venugopal Shri K. C.,Muddahanumegowda Shri S.P.,Premachandran Shri N.K.,Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Roy Prof. Saugata,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Hooda Shri Deepender Singh,Nimmala Shri Kristappa,Biju Shri Parayamparanbil Kuttappan,Sampath Shri Anirudhan,Chinnaraj Shri Gopalakrishnan,Ranjan (Pappu Yadav) Shri Rajesh,Lekhi Smt. Meenakashi,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH","Government Accommodation,Land Allotment,Rehabilitation,Urban Development,Metro Railway Development"
"Introduction of the National Capital Territory of Delhi Laws (Special Provisions Second (Amendment) Bill, 2014. ",15-12-2014,NAIDU Shri M. VENKAIAH,
"Introduction of the Motor Vehicles (Amendment) Bill, 2014.",15-12-2014,Gadkari Shri Nitin Jairam,
"Introduction of Companies (Amendment) Bill, 2013 ",12/12/2014,JAITLEY SHRI ARUN,
"Introduction of the Public Premises (Eviction Of Unauthorised Occupants) Amendment Bill, 2014.",11/12/2014,NAIDU Shri M. VENKAIAH,
"Introduction of the Coal Mines (Special Provisions) Bill, 2014. ",10/12/2014,GOYAL SHRI PIYUSH,"Coal Mining,Denationalization,Natural Resources,Power Generation"
"Introduction and passing of the Appropriation (No.4) Bill, 2014. ",10/12/2014,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Payment and Settlement Systems (Amendment) Bill, 2014 (Discussion Concluded and Bill Passed). ",9/12/2014,"Sathyabama Smt. V.,Gaikwad Prof. Ravindra Vishwanath,Dev Km. Sushmita,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Mahtab Shri Bhartruhari,Sampath Shri Anirudhan,Pal Shri Jagdambika,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Black Money,Economic Growth,Financial Institutions,Insolvency,Payment Systems,Transparency,Financial Crisis,Reserve Bank of India (RBI),Cooperative Societies,Electronic Transactions,Economic Reforms,Contract Act,Fraudulant Practices,Banking Sector,E-Commerce,Banking Regulation Act"
"Discussion on the motion for consideration of the Repealing and Amending (Second) Bill, 2014 (Discussion concluded and Bill Passed). ",8/12/2014,"Chautala Shri Dushyant,Moily Dr. M. Veerappa,Gowda Shri D.V. Sadananda,Sampath Shri Anirudhan,Banerjee Shri Kalyan,Ranjan (Pappu Yadav) Shri Rajesh","Act Repealment,Administrative Reforms,Arbitration,Civil Law,Euthanasia,Law Commission,Law Of Torts,Sugar Development Fund,Inter-State Water Disputes Act, 1956,Criminal Procedure Code"
"Introduction of Payment and Settlement Systems (Amendment) Bill, 2014. ",8/12/2014,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Repealing and Amending (Second) Bill, 2014 (Discussion not concluded). ",4/12/2014,"Saini Shri Raj Kumar,Chaudhary Shri P.P.,Kaushik Shri Ramesh Chander,Gowda Shri D.V. Sadananda,Senguttuvan Shri Balasubramaniam,Velagapalli Dr. Vara Prasadarao,Shetty Shri Gopal Chinayya,Misra Shri Ajay (Teni),Ghubaya Shri Sher Singh,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Solanki Dr. Kirit Premjibhai,Pandula Dr. Ravindra Babu ,Patel Smt. Anupriya Singh,Kataria Shri Rattan Lal,Lekhi Smt. Meenakashi","Act Repealment,Administrative Reforms,Civil Law,Judicial Reforms,Law Commission,Public Law,Supreme Court,World Bank,Judicial System,Pending Cases,Social Sector,Forest Laws,Law Amendment,Court Cases"
