Title,Date,Participants,Ref.Keywords
"Further discussion on the motion for consideration of Companies (Amendment) Bill, 2016, moved by Shri Arjun Ram Meghwal on the 26th July, 2017 (Discussion concluded and Bill Passed). ",27-07-2017,"Mishra Shri Bhairon Prasad,Meghwal Shri Arjun Ram ,Meghwal Shri Arjun Ram ,Somaiya Dr. Kirit,Velagapalli Dr. Vara Prasadarao,Singh Shri Kunwar Haribansh,Misra Shri Ajay (Teni),Galla Shri Jayadev,Satav Shri Rajeev Shankarrao,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Rai Shri Prem Das,Mahtab Shri Bhartruhari,Khan Shri Md. Badariddoza,Thomas Prof. Kuruppassery Varkey,Basheer Shri E. T. Mohammed,Baheria Shri Subhash Chandra,S.R. Shri Vijay Kumar,Kataria Shri Rattan Lal","Bankruptcy,Black Market,Black Money,Company Law,Comptroller and Auditor-General (CAG),Enterpreneurs,Financial Institutions,Insolvency,Investments,Tax Evasion,Traders,Defaulters,Corruption,Appointment,Non-Performing Assets,Scams,Securities and Exchange Board of India (SEBI),Employment Generation,Board of Directors,Punishments,Money Laundering,Goods and Services Tax (GST),Fraudulent Practice,Demonetisation"
"Discussion on the motion for consideration of the Indian Institutes of Management Bill, 2017 (Discussion not concluded). ",27-07-2017,Javadekar Shri Prakash,
"Further discussion on the motion for consideration of the Indian Institutes of Information Technology (Amendment) Bill, 2017, moved by Shri Prakash Javadekar on the 25th July, 2017 (Discussion Concluded and Bill Passed). ",26-07-2017,"Jaiswal Dr. Sanjay,Ashok Kumar Shri K.,Shewale Shri Rahul Ramesh,Shetty Shri Gopal Chinayya,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Kumar Shri Kaushalendra,Swain Shri Ladu Kishore,Biju Shri Parayamparanbil Kuttappan,De(Nag) Dr. (Smt.) Ratna,Joshi Shri Pralhad Venkatesh,Butta Smt. Renuka,Chauhan Shri Nihal Chand,Rao (Avnthi) Shri Muthamsetti Srinivasa,Javadekar Shri Prakash,Javadekar Shri Prakash","Agricultural Sector,Agricultural Universities,Dry Land Farming,Education,Educational Development,Educational Institutions,Employment,Enterpreneurs,Higher Education,Indian Institute Of Information Tech,Research and Development,Reservation Policy,Technical Education,Training Programmes,Non-Performing Assets,Curriculum,Small and Marginal Farmers,Farmers' Welfare,Public Private Partnership (PPP),IT Industry"
"Discussion on the motion for consideration of the Companies (Amendment) Bill, 2016 (Discussion not concluded). ",26-07-2017,Meghwal Shri Arjun Ram ,
"Discussion on the motion for consideratiion of the Indian Institutes of Information Technology (Amendment) Bill, 2017 (Discussion not concluded). ",25-07-2017,Javadekar Shri Prakash,"Technical Education,Appointment"
"Introduction of the Banking Regulation (Amendment) Bill, 2017. ",24-07-2017,"Roy Prof. Saugata,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Reserve Bank of India (RBI),Demonetisation"
"Introduction of the Central Road Fund (Amendment) Bill, 2017. ",24-07-2017,Radhakrishnan Shri Pon,
"Introduction of the State Banks (Repeal and Amendment) Bill, 2017. ",21-07-2017,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Right of Children to Free and Compulsory Education (Amendment) Bill, 2017. ",21-07-2017,"Chautala Shri Dushyant,Singh Dr. Satya Pal,Mann Shri Bhagwant,Galla Shri Jayadev,Gogoi Shri Gaurav,Premachandran Shri N.K.,Suman Shri Balka,Kumar Shri Kaushalendra,Reddy Shri Mekapati Rajamohan,Mahtab Shri Bhartruhari,Thomas Prof. Kuruppassery Varkey,Sampath Shri Anirudhan,Sule Smt. Supriya Sadanand,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,Pal Shri Jagdambika,Javadekar Shri Prakash,Javadekar Shri Prakash","Central Board Of Secondary Education,Child Development,Compulsory Education,Education,Educational Development,Educational Facilities,Educational Policy,Educational Systems,Free Education,Fundamental Rights,Kendriya Vidyalayas,Moral Education,Navodaya Vidyalayas,Primary Schools,Quality Education,Right to Education,Study Centres,Training Programmes,TV Channels,Appointment,Curriculum Development,Mid-Day-Meal Scheme,School Education,Training Institutes,Sarva Shiksha Abhiyan,National Council for Educational Research and Training (NCERT),Online Education"
"Discussion on the motion to consider Indian Institutes of Information Technology (Public-Private Partnership) Bill, 2017. ",19-07-2017,"Chautala Shri Dushyant,Mann Shri Bhagwant,Malviya Prof. Chintamani,Mondal Smt. Pratima,Nishank Dr. Ramesh Pokhriyal,Mahadik Shri Dhananjay Bhimrao,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Ghubaya Shri Sher Singh,Mani Shri Jose K.,Boianapalli Shri Vinod Kumar,Rai Shri Prem Das,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Hooda Shri Deepender Singh,Angadi Shri Suresh Chanabasappa,Biju Shri Parayamparanbil Kuttappan,Pandula Dr. Ravindra Babu ,Ramachandran Shri Krishnan Narayanasamy,Shekhawat Shri Gajendra Singh,Butta Smt. Renuka,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,Javadekar Shri Prakash,Javadekar Shri Prakash","Admission,Education,Educational Institutions,Employment Opportunities,Higher Education,Indian Institute Of Information Tech,Industrial Sector,Placement Services,Private Sector,Quality Education,Regional Languages,Research and Development,Reservation Policy,Technical Education,Unemployment,Visa,Information Technology (IT),Curriculum,Employment Generation,Below Poverty Line,Public Private Partnership (PPP),Make-in-India,Digital India"
"Introduction of the Requisitioning and Acquisition of Immovable Property (Amendment) Bill, 2017. ",18-07-2017,Rao Shri Inderjit Singh,
"Introduction of the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2017. ",18-07-2017,Sharma Dr. Mahesh,
"Introduction of the Indian Institute of Petroleum and Energy Bill, 2017. ",18-07-2017,PRADHAN SHRI DHARMENDRA ,
"Introduction of the Human Immunodeficiency Virus and Acquired Immune Deficiency Syndrome (Prevention And Control) Bill, 2017 (Discussion concluded). ",11/4/2017,"Patel Shri Prahlad Singh,Mann Shri Bhagwant,Velagapalli Dr. Vara Prasadarao,Velagapalli Dr. Vara Prasadarao,Singh Dr. Yashwant,Rajoria Dr. Manoj,Shinde Dr. Shrikant Eknath,Gavit Dr. Heena Vijaykumar,Gavit Dr. Heena Vijaykumar,Premachandran Shri N.K.,Goud Dr. Boora Narsaiah,Solanki Dr. Kirit Premjibhai,Kumar Shri Kaushalendra,Swain Shri Ladu Kishore,Ajmal Maulana Badruddin,Owaisi Shri Asaduddin,Biju Shri Parayamparanbil Kuttappan,Biju Shri Parayamparanbil Kuttappan,De(Nag) Dr. (Smt.) Ratna,Kamaraaj Dr. K.,Pandula Dr. Ravindra Babu ,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,Chowdhury Shri Adhir Ranjan,NADDA SHRI JAGAT PRAKASH,NADDA SHRI JAGAT PRAKASH,NADDA SHRI JAGAT PRAKASH,NADDA SHRI JAGAT PRAKASH","AIDS,Blood Transfusion,Discrimination,Epidemic Diseases,Epidemics,Fines,Fiscal Policy,Gross Domestic Product,Immunology,Malnutrition,Medical Facilities,Medical Research,Medical Treatment,Patients,Public Health,Tuberculosis,HIV,Health Care,Infection,Medical Diagnosis,Sustainable Development Goal (SDG)"
"Further discussion on ''The Collection of Statistics (Amendment) Bill, moved by Shri D.V. Sadananda Gowda on 23.03.17 (Discussion concluded). ",11/4/2017,"Gowda Shri D.V. Sadananda,Hari Shri G.,Velagapalli Dr. Vara Prasadarao,Thota Shri Narasimham,Premachandran Shri N.K.,Kumar Shri Kaushalendra,Owaisi Shri Asaduddin,Sampath Shri Anirudhan,Chhewang Shri Thupstan,Sharma Shri Jugal Kishore,Mahato Shri Bidyut Baran,Bala Smt. Anju","Concurrent List,Economic Statistics,Information Analysis,National Sample Survey Organisation,Official Documents,Population Growth,Population Size,Poverty Alleviation Programme,Staff Strength,Statistical Data,Poverty Eradication,Union List,Data Security,Goods and Services Tax (GST),Aadhar Card,Demonetisation,Data Privacy,Data Protection"
"Introduction of the Indian Institutes of Information Technology (Public-Private Partnership) Bill, 2017. ",10/4/2017,Javadekar Shri Prakash,
"Introduction of the  Right of Children to Free and Compulsory Education (Amendment) Bill, 2017. ",10/4/2017,Javadekar Shri Prakash,"Free Education,Right to Education"
"Further discussion on the motion for consideration of the Motor Vehicles (Amendment) Bill, 2016 moved by Shri Nitin Gadkari on the 7th April, 2017 (Discussion concluded and Bill passed). ",10/4/2017,"Mahadik Shri Dhananjay Bhimrao,Galla Shri Jayadev,Premachandran Shri N.K.,Roy Prof. Saugata,Rajesh Shri M. B.,Kamaraaj Dr. K.,Gadkari Shri Nitin Jairam","Accidents,Driving Licence,Inland Waterways,Insurance Claim,Insurance Companies,National Highways,Railway Transport,Road Safety,Road Transport,Training Programmes,Transportation,Compensations,Corruption,Penalty,Tribunal,Ambulance,Logistic Park,Bus Rapid Transport System (BRTS)"
"Further discussion on the motions for consideration of the National Commission for Backward Classes (Repeal) Bill, 2017 and Constitution (One Hundred and Twenty-Third Amendment) Bill, 2017 (Discussion Concluded and Bill Passed). ",10/4/2017,"Jadhav Shri Prataprao Ganpatrao,Kushwaha Shri Upendra,Yadav Shri Dharmendra,Mahadik Shri Dhananjay Bhimrao,Ram Mohan Naidu Shri Kinjarapu,Premachandran Shri N.K.,Goud Dr. Boora Narsaiah,Ajmal Shri Sirajuddin,Ghubaya Shri Sher Singh,Rai Shri Prem Das,Kumar Shri Kaushalendra,Mahtab Shri Bhartruhari,Singh Shri Ganesh,Karunakaran Shri P.,Mullappally Shri Ramachandran,Owaisi Shri Asaduddin,Yadav Shri Hukmdev Narayan,Banerjee Shri Kalyan,Ramachandran Shri Krishnan Narayanasamy,Patel Smt. Anupriya Singh,Butta Smt. Renuka,Yadav Shri Jay Prakash Narayan,GEHLOT SHRI THAAWAR CHAND,MUNDE DR. PRITAM GOPINATH","Economic and Social Development,Employment Opportunities,Equal Opportunity,Job Vacancies,Mandal Commission,Muslims,Recruitment,Reservation Policy,Scholarships,Social Justice,Appointment,Other Backward Classes (OBCs),Economic Backwardness,Caste System,National Commission for the Scheduled Castes"
"Introduction of the Motor Vehicles (Amendment) Bill, 2016.",7/4/2017,"Gandhi Dr. Dharam Vira,Singh Shri Sushil Kumar,Velagapalli Dr. Vara Prasadarao,Kaswan Shri Rahul,Shetty Shri Gopal Chinayya,Chandel Kunwar Pushpendra Singh,Kher Smt. Kirron,Dev Km. Sushmita,Venugopal Shri K. C.,Ajmal Shri Sirajuddin,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Datta Shri Sankar Prasad,Kachhadia Shri Naranbhai,De(Nag) Dr. (Smt.) Ratna,Gadkari Shri Nitin Jairam,Ghosh Km. Arpita,Patel Smt. Jayshreeben ,Sawant Shri Arvind Ganpat,Birla Shri Om,Lekhi Smt. Meenakashi,Singh Shri Uday Pratap,Chowdhury Shri Adhir Ranjan,REDDY SHRI KOTHA PRABHAKAR","Accident Prevention,Automobile Industry,Drivers,Driving Licence,Emergency Relief,Illiteracy,National Highways,National Permits,Pollution Control,Quality Standards,Road Accidents,Road Development,Transport Policy,Overloading,Parking Facilities,Ambulance,Road Tax Officer (RTO)"
"Introduction of the Taxation Laws (Amendment) Bill, 2017. ",6/4/2017,"Gangwar Shri Santosh Kumar,Gangwar Shri Santosh Kumar,Dubey Shri Nishikant ,Velagapalli Dr. Vara Prasadarao,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Mahtab Shri Bhartruhari,Sampath Shri Anirudhan,Banerjee Shri Kalyan,Baheria Shri Subhash Chandra,Pandula Dr. Ravindra Babu ,Pandey Shri Rajesh,Tharoor Dr. Shashi,Yadav Shri Jay Prakash Narayan","Agricultural Products,Concurrent List,Direct Tax,Drinking Water,Excise Duty,Gross Domestic Product,Industrial Pollution,Monetary Policy,Petroleum Products,State List,Textile Industry,Tobacco Industry,Water Pollution,Indirect Taxes,Small Scale Industries (SSI),Union List,Custom Duty,Goods and Services Tax (GST)"
"Motion for consideration the regarding the National Commission For Backward Classes (Repeal) Bill, 2017 and Constitution (One Hundred And Twenty Third Amendment) Bill, 2017",6/4/2017,"Venugopal Shri K. C.,Reddy Shri A.P. Jithender,Satav Shri Rajeev Shankarrao,Ananth Kumar Shri ,Kharge Shri Mallikarjun ,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Mahtab Shri Bhartruhari,Sampath Shri Anirudhan,Yadav Shri Hukmdev Narayan,Yadav Shri Hukmdev Narayan,Yadav Shri Jay Prakash Narayan,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Backward Classes,Business Advisory Committee,Mandal Commission,Population Censuses,Reservation Policy,Social Welfare,Caste System,Welfare Measures,National Commission for the Scheduled Castes"
"Introduction of the National Bank for Agriculture and Rural Development (Amendment) Bill, 2017.",5/4/2017,JAITLEY SHRI ARUN,
"Introduction of the Constitution (One Hundred and Twenty-Third Amendment) Bill, 2017.",5/4/2017,GEHLOT SHRI THAAWAR CHAND,"Educationally Backward,National Commission for the Scheduled Castes"
"Introduction of the National Commission for Backward Classes (Repeal) Bill, 2017.",5/4/2017,GEHLOT SHRI THAAWAR CHAND,Educationally Backward
"Lok Sabha agreed to the amendments made by Rajya Sabha in the Employee's Compensation (Amendment) Bill, 2016 at its sitting held on 22-03-2107.",5/4/2017,Tomar Shri Narendra Singh,
"Further discussion on the motion for consideration of the Footwear Design and Development Institute Bill, 2017, moved by Smt. Nirmala Sitharaman on the 31st March, 2017 (Discussion Concluded and Bill Passed)",5/4/2017,"Shewale Shri Rahul Ramesh,Mahadik Shri Dhananjay Bhimrao,Raghavan Shri M. K.,Majhi Shri Balabhadra,Thota Shri Narasimham,Reddy Shri Konda Vishweshwar,Ghubaya Shri Sher Singh,Roy Prof. Saugata,Kumar Shri Kaushalendra,Salim Shri Mohammad,Rathore Shri Hariom Singh,Shiyal Dr. Bharati Dhirubhai,Kataria Shri Rattan Lal,Adsul Shri Anandrao ,Bala Smt. Anju,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,SITHARAMAN SMT. NIRMALA","Admission,Artisans,Educational Institutions,Employment Opportunities,Indian Institute Of Foreign Trade,Industrial Development,Leather Industry,Marketing,Pollution Control,Product Design,Quality Education,Research and Development,Shoe Industry,Tannery & Footwear Corp Of India Ltd,Technical Education,Appointment,Remunerative Prices,Curriculum Development,Cow slaughter,Technology Upgradation,Unemployed Youth,Export Policy,Skill Development,Make-in-India,Footwear Design and Development Institute (FDDI),Campus Placement,Leather Products,Indian Institute of Packaging"
"Introduction of the Taxation Laws (Amendment) Bill, 2017. ",31-03-2017,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Footwear Design and Development Institute Bill, 2017 (Discussion not concluded). ",31-03-2017,"Ranjan Smt. Ranjeet,Sanghamita Dr.(Smt.) Mamtaz,Shekhawat Shri Gajendra Singh,SITHARAMAN SMT. NIRMALA","Admission,Fees,Indira Gandhi National Open University,Industrial Growth,Leather Industry,Shoe Industry,Students,Training Centres,University Grants Commission,Curriculum Development,Small Scale Industries (SSI),Unorganised Sector,Women Empowerment,Footwear Design and Development Institute (FDDI)"
"Discussion on the motion to consider amendments made by Rajya Sabha to Finance Bill, 2017 (Discussion  Concluded Amendments rejected). ",30-03-2017,"Somaiya Dr. Kirit,Galla Shri Jayadev,Reddy Shri A.P. Jithender,Premachandran Shri N.K.,Roy Prof. Saugata,Hooda Shri Deepender Singh,Mahtab Shri Bhartruhari,Khan Shri Md. Badariddoza,Owaisi Shri Asaduddin,Subbareddy Shri Yerram Venkata,Adsul Shri Anandrao ,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Bank Accounts,Black Money,Economic Growth,Electoral Reforms,Income Tax,Tax Evasion,Transparency,Corruption,Permanent Account Number (PAN),Foreign Direct Investment (FDI),Money Laundering,Aadhar Card,Tax Administration,Demonetisation,Political Funding,Electoral Funding"
"Discussion on the motion for consideration of the Central Goods and Services Tax Bill, 2017 ; Integrated Goods and Services Tax Bill, 2017; Goods and Services Tax (Compensation to States) Bill, 2017 and Union Territory Goods and Services Tax Bill, 2017 (Discussion Concluded and Bill Passed). ",29-03-2017,"Gupta Shri Sudheer,Moily Dr. M. Veerappa,Singh Shri Sushil Kumar,Shewale Shri Rahul Ramesh,Venkatesh Babu Shri T.G.,Velagapalli Dr. Vara Prasadarao,Ray Dr. Ravindra Kumar,Agrawal Shri Rajendra,Misra Shri Ajay (Teni),Mahajan Smt. Poonam ,Nishank Dr. Ramesh Pokhriyal,Galla Shri Jayadev,Raj Dr. Udit,Chandumajra Shri Prem Singh,Venugopal Shri K. C.,Kumar Shri Santosh,Satav Shri Rajeev Shankarrao,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Ajmal Shri Sirajuddin,Roy Prof. Saugata,Angadi Shri Suresh Chanabasappa,Mahtab Shri Bhartruhari,Yadav Shri Mulayam Singh,Salim Shri Mohammad,Banerjee Shri Kalyan,Baheria Shri Subhash Chandra,Sule Smt. Supriya Sadanand,Jayadevan Shri C. N.,Kothapalli Smt. Geetha,George Shri (Adv.) Joice,Adsul Shri Anandrao ,Maganti Shri Murali Mohan,Mahato Shri Bidyut Baran,Kushwaha Shri Ram Kumar Sharma,Birla Shri Om,Khadse Smt. Raksha Nikhil,Devi Smt. Rama,Ray Shri Bishnu Pada,Shirole Shri Anil,Maadam Smt. Poonamben Hematbhai,Sarmah Shri Ram Prasad,Yadav Shri Jay Prakash Narayan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,BHATT SMT. RANJANBEN","Agricultural Products,Black Market,Black Money,Development Projects,Direct Tax,Gross Domestic Product,Inflation,Petroleum Products,Regional Imbalances,Royalties,Tax Evasion,Tax Exemption,Tax Reforms,Taxation,Textile Industry,Traders,Indirect Taxes,Compensations,Corruption,Value Added Tax (VAT),Cess,Employment Generation,Economic Reforms,Foreign Direct Investment (FDI),Service Tax,Life Saving Drugs,Farmers' Welfare,Special Economic Zones,Goods and Services Tax (GST),Tax Administration,Central and Sales Tax,Make-in-India,Government Schemes,Digital India,One Tax One Nation"
"Discussion on the motion to consider National Institues of Technology, Science Education and Research (Second Amendment) Bill, 2016 (Discussion Concluded and Bill Passed).",28-03-2017,"Tiwari Shri Manoj Kumar,Singh Shri Hukum,Mahato Dr. Mriganka,Shewale Shri Rahul Ramesh,Nishank Dr. Ramesh Pokhriyal,Dev Km. Sushmita,Premachandran Shri N.K.,Ajmal Shri Sirajuddin,Ghubaya Shri Sher Singh,Kumar Shri Kaushalendra,Singh Dr. Prabhas Kumar,Biju Shri Parayamparanbil Kuttappan,Butta Smt. Renuka,Chauhan Shri Nihal Chand,Rao (Avnthi) Shri Muthamsetti Srinivasa,Patil Shri Bheemrao Baswanthrao,Javadekar Shri Prakash,Javadekar Shri Prakash","AIIMS,Brain Drain,Central Universities,Defence Res & Dev Organisation (DRDO),Educational Institutions,Educational Policy,Educational Systems,Engineering Colleges,Medical Colleges,National Crime Record Bureau,Private Education,Research and Development,Research Programmes,Reservation Policy,Scholarships,Scientific Research,Teacher Shortage,Unemployment,University Grants Commission,Financial Assistance,Central Schools,Science education,Indian Institute of Management(IIM),Indian Institute of Science Education and Research (IISERs),Skill Development,National Institutes of Technology (NIT)"
"Discussion on the Collection of Statistics (Amendment) Bill, 2017 (Discussion not concluded). ",28-03-2017,"Gowda Shri D.V. Sadananda,Satpathy Shri Tathagata,Hooda Shri Deepender Singh,Poddar Smt. Aparupa,Singh Shri Sunil Kumar","Concurrent List,Monetary Policy,National Sample Survey Organisation,Privacy Protection,Statistical Data,Subsidies,Unemployment,Globalisation,Privatisation,Digital Transmissions"
"Introduction of the Indian Institutes of Information Technology (Amendment) Bill, 2017.",27-03-2017,Javadekar Shri Prakash,"Admission,Engineering Colleges"
"Introduction of the Central Goods and Services Tax Bill, 2017.",27-03-2017,JAITLEY SHRI ARUN,"Taxation,Value Added Tax (VAT),Central and Sales Tax"
"Introduction of the Integrated Goods and Service Tax Bill, 2017.",27-03-2017,JAITLEY SHRI ARUN,"Taxation,Value Added Tax (VAT),Central and Sales Tax"
"Introduction of the Goods and Services Tax (Compensation to States) Bill, 2017.",27-03-2017,JAITLEY SHRI ARUN,"Taxation,Value Added Tax (VAT),Central and Sales Tax"
"Introduction of the Union Territory Goods and Services Tax Bill, 2017.",27-03-2017,JAITLEY SHRI ARUN,"Taxation,Value Added Tax (VAT),Central and Sales Tax"
"Further discussion on the motion for consideration of the Mental Healthcare Bill, 2016 moved by Shri Jagat Prakash Nanda on the 24th March, 2017.",27-03-2017,"Chautala Shri Dushyant,Sonker Smt. Neelam,Jaiswal Dr. Sanjay,Singh Shri Satya Pal,Gaikwad Dr. Sunil Baliram,Sanghamita Dr.(Smt.) Mamtaz,Sathyabama Smt. V.,Teacher Smt. P.K.Sreemathi,Mukherjee Shri Abhijit,Gavit Dr. Heena Vijaykumar,Muddahanumegowda Shri S.P.,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Ghubaya Shri Sher Singh,Kumar Shri Kaushalendra,Ajmal Maulana Badruddin,Mahtab Shri Bhartruhari,Kachhadia Shri Naranbhai,Owaisi Shri Asaduddin,Salim Shri Mohammad,De(Nag) Dr. (Smt.) Ratna,Sule Smt. Supriya Sadanand,Ali Shri Idris,Mahto Dr. Banshilal,Pandula Dr. Ravindra Babu ,Choubey Shri Ashwini Kumar,Butta Smt. Renuka,Mishra Shri Janardan,Yadav Shri Jay Prakash Narayan,NADDA SHRI JAGAT PRAKASH","Behavioural Sciences,Health Facilities,Human Resources,Medical Colleges,Medical Treatment,Mental Hospitals,Mental Retardation,National Crime Record Bureau,Nimhans,Public Health,Rehabilitation,Social Workers,Suicide,Vocational Rehabilitation,Infrastructure Facilities,Health Care,Non-Governmental Organisations (NGO),Clinical Trial"
"Discussion on the motion for consideration of the Mental Health Care Bill, 2016 (Discussion not concluded). ",24-03-2017,"Gavit Dr. Heena Vijaykumar,Tharoor Dr. Shashi,NADDA SHRI JAGAT PRAKASH","Educational Institutions,Health Policy,Medical Facilities,Medical Treatment,Mental Diseases,Mental Health,Mental Hospitals,Mental Stress,Mentally Handicapped,Psychiatry,Psychologists,Suicide,Punishments,Counselling,Mental Illness,Mental Disorder,Electro Conclusive Therary (ECT)"
"Discussion on the Constitution (Scheduled Castes) Orders (Amendment) Bill, 2017.t",23-03-2017,"Sonkar Shri Vinod Kumar,Gandhi Dr. Dharam Vira,Mondal Smt. Pratima,Naik Prof. Seetaram Ajmeera,Singh Dr. Yashwant,Raut Shri Vinayak Bhaurao,Solanki Dr. Kirit Premjibhai,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Kharge Shri Mallikarjun ,Chaudhury Shri Jitendra,Chaudhury Shri Jitendra,Pandula Dr. Ravindra Babu ,Subbareddy Shri Yerram Venkata,Ranjan (Pappu Yadav) Shri Rajesh,Muniyappa Shri K.H.,Kataria Shri Rattan Lal,Kashyap Shri Virender,Rori Shri Charanjeet Singh,Patle Smt. Kamla Devi,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Backward Classes,Compulsory Education,Economic Conditions,Harijan Atrocities,Population Censuses,Rural Development,Social Inequality,Social Justice,Untouchability,Dalits,Financial Assistance,Job Opportunities,Caste System,Reservation Rules"
"Further discussion on the Financial Bill, 2017 (Bills passed). ",22-03-2017,"Hemamalini Smt. ,Chautala Shri Dushyant,Yadav Shri Laxmi Narayan,Gandhi Dr. Dharam Vira,Dubey Shri Nishikant ,Bhaleram Shri Dharambir,Ranjan Smt. Ranjeet,Bohara Shri Ramcharan,Singh Dr. Yashwant,Shinde Dr. Shrikant Eknath,Thota Shri Narasimham,Premachandran Shri N.K.,Premachandran Shri N.K.,Kumar Shri Kaushalendra,Udasi Shri Shivkumar Chanabasappa,Ajmal Maulana Badruddin,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Mahtab Shri Bhartruhari,Thomas Prof. Kuruppassery Varkey,Baheria Shri Subhash Chandra,Ali Shri Idris,Ranjan (Pappu Yadav) Shri Rajesh,Pala Shri Vincent H,Singh Shri Abhishek,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,JAITLEY SHRI ARUN",
"Introduction of the Collection of Statistics (Amendment) Bill, 2017.",20-03-2017,Gowda Shri D.V. Sadananda,"Demographic Analysis,Economic Analysis,Statistical Data"
"Introduction and  passing of the  Appropriation (Railways) No. 2 Bill, 2017.",20-03-2017,PRABHU SHRI SURESH,
"Introduction and  passing of the Appropriation (Railways) Bill, 2017.",20-03-2017,PRABHU SHRI SURESH,
"Introduction and passing of the Appropriation (No.2) Bill, 2017.",20-03-2017,Meghwal Shri Arjun Ram ,
"Introduction and passing of the Appropriation Bill, 2017.",20-03-2017,Meghwal Shri Arjun Ram ,
"Introduction of the Footwear Design and Development Institute Bill, 2017. ",14-03-2017,SITHARAMAN SMT. NIRMALA,"Leather Industry,Research and Development,Shoe Industry"
"Introduction of the Inter-State River Water Disputes (Amendment) Bill, 2017. ",14-03-2017,"Mahtab Shri Bhartruhari,Uma Bharati Sushree ,Uma Bharati Sushree ","Supreme Court,Tribunal,Water Sharing"
"Introduction of the Constitution (Scheduled Castes) Orders (Amendment) Bill, 2017. ",10/3/2017,GEHLOT SHRI THAAWAR CHAND,
"Discussion on the motion for consideration of the Admiralty (Jurisdiction and Settlement of Maritime Claims) Bill, 2016. ",10/3/2017,"Shetty Shri Gopal Chinayya,Raut Shri Vinayak Bhaurao,Thota Shri Narasimham,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Kumar Shri Kaushalendra,Mahtab Shri Bhartruhari,Sampath Shri Anirudhan,Banerjee Shri Kalyan,Subbareddy Shri Yerram Venkata,Kambhampati Dr. Hari Babu,Sawaikar Shri Advocate Narendra Keshav,Chowdhury Shri Adhir Ranjan,,","Cargo,Cargo Service,High Courts,Maritime Law,Maritime Transport,Ports,Security Measures,Shipping Industry,Territorial Waters,Training Programmes,War Ships,Exim Policy,Compensations,Corruption,Jurisdiction,Employment Generation,Fishermen Welfare"
"Discussion on the motion for consideration of the Maternity Benefit (Amendment) Bill, 2016, as passed by Rajya Sabha. ",9/3/2017,"Chautala Shri Dushyant,Ahlawat Smt. Santosh,Jaiswal Dr. Sanjay,Kumar Dr. Virendra ,Dev Km. Sushmita,Premachandran Shri N.K.,Goud Dr. Boora Narsaiah,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Biju Shri Parayamparanbil Kuttappan,De(Nag) Dr. (Smt.) Ratna,Basheer Shri E. T. Mohammed,Dastidar Dr. (Smt.) Kakoli Ghosh,Sule Smt. Supriya Sadanand,M. Smt. Vasanthi,Bidhuri Shri Ramesh,Pandula Dr. Ravindra Babu ,Patel Smt. Jayshreeben ,Sawant Shri Arvind Ganpat,Chakravarty Smt. Bijoya,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru,MUNDE DR. PRITAM GOPINATH","Employees,Employees Provident Fund Organisation,Employees State Insurance Corporation,Employment,Financial Aid,Health Facilities,Labour Force,Maternity Benefits,Maternity Leave,Pregnancy,Private Sector,Social Insurance,Social Security,Monitoring Mechanism,Cess,World Health Organisation (WHO),Unorganised Sector,Women Empowerment,Below Poverty Line,labour reforms,Awareness Programme,Paternity Leave,Organised Sector,Child Care Leave (CCL)"
"Introduction of the Indian Institutes of Management Bill, 2017. ",9/2/2017,Javadekar Shri Prakash,
"Introduction of ''The Repealing and Amending Bill, 2017. ",9/2/2017,PRASAD SHRI RAVI SHANKAR,
